round_number,rank,player_name,team_name,matches_all,matches_played,percentage_played,matches_won,matches_lost,matches_won_percent
10,11,Player 026,Team 007,40,34,85.0,27,7,79.42
10,12,Player 076,Team 001,40,24,60.0,19,5,79.17
10,13,Player 028,Team 012,40,36,90.0,28,8,77.78
10,14,Player 010,Team 006,40,40,100.0,31,9,77.5
10,15,Player 012,Team 005,40,40,100.0,30,10,75.0
10,16,Player 072,Team 011,40,32,80.0,24,8,75.0
10,17,Player 024,Team 010,40,24,60.0,18,6,75.0
10,18,Player 068,Team 009,40,24,60.0,17,7,70.84
10,19,Player 009,Team 004,40,34,85.0,24,10,70.59
10,20,Player 039,Team 012,40,40,100.0,28,12,70.0
10,21,Player 016,Team 008,40,36,90.0,25,11,69.45
10,22,Player 034,Team 007,40,32,80.0,22,10,68.75
10,23,Player 020,Team 010,40,32,80.0,22,10,68.75
10,24,Player 022,Team 011,40,28,70.0,19,9,67.86
10,25,Player 037,Team 008,40,34,85.0,23,11,67.65
10,26,Player 021,Team 011,40,32,80.0,21,11,65.63
10,27,Player 025,Team 012,40,28,70.0,18,10,64.29
10,28,Player 008,Team 003,40,36,90.0,23,13,63.89
10,29,Player 017,Team 004,40,36,90.0,23,13,63.89
10,30,Player 029,Team 013,40,24,60.0,15,9,62.5
10,31,Player 102,Team 006,40,28,70.0,16,12,57.15
10,32,Player 046,Team 015,40,40,100.0,22,18,55.0
10,33,Player 044,Team 014,40,20,50.0,11,9,55.0
10,34,Player 083,Team 012,40,27,67.5,14,13,51.86
10,35,Player 047,Team 015,40,36,90.0,18,18,50.0
10,36,Player 018,Team 004,40,28,70.0,14,14,50.0
10,37,Player 075,Team 004,40,26,65.0,13,13,50.0
10,38,Player 032,Team 006,40,36,90.0,18,18,50.0
10,39,Player 073,Team 006,40,29,72.5,14,15,48.28
10,40,Player 023,Team 011,40,32,80.0,15,17,46.88
10,41,Player 077,Team 008,40,24,60.0,11,13,45.84
10,42,Player 033,Team 011,40,20,50.0,9,11,45.0
10,43,Player 011,,40,32,80.0,14,18,43.75
10,44,Player 035,Team 008,40,23,57.5,10,13,43.48
10,45,Player 048,Team 015,40,32,80.0,13,19,40.63
10,46,Player 003,Team 003,40,28,70.0,11,17,39.29
10,46,Player 005,Team 003,40,28,70.0,11,17,39.29
10,47,Player 056,Team 015,40,36,90.0,14,22,38.89
10,48,Player 084,Team 014,40,24,60.0,9,15,37.5
10,49,Player 038,Team 005,40,22,55.0,8,14,36.37
10,50,Player 029,Team 009,40,20,50.0,7,13,35.0
10,51,Player 052,Team 013,40,24,60.0,8,16,33.34
10,51,Player 045,Team 009,40,24,60.0,8,16,33.34
10,52,Player 041,Team 002,40,26,65.0,7,19,26.93
10,53,Player 074,Team 002,40,24,60.0,6,18,25.0
10,54,Player 059,Team 016,40,26,65.0,6,20,23.08
10,55,Player 049,Team 007,40,22,55.0,5,17,22.73
10,56,Player 064,Team 010,40,32,80.0,7,25,21.88
10,57,Player 063,Team 010,40,34,85.0,6,28,17.65
10,58,Player 053,Team 002,40,28,70.0,4,24,14.29
10,59,Player 079,Team 009,40,24,60.0,3,21,12.5
10,60,Player 057,Team 016,40,26,65.0,3,23,11.54
10,61,Player 085,Team 016,40,28,70.0,3,25,10.72
10,61,Player 087,Team 016,40,28,70.0,3,25,10.72
10,62,Player 078,Team 002,40,24,60.0,2,22,8.34
10,63,Player 054,Team 002,40,20,50.0,1,19,5.0
10,64,Player 051,Team 013,40,24,60.0,1,23,4.17
10,64,Player 086,Team 016,40,24,60.0,1,23,4.17
10,,Player 069,Team 001,40,16,40.0,16,0,100.0
10,,Player 066,Team 013,40,8,20.0,8,0,100.0
10,,Player 015,Team 006,40,2,5.0,2,0,100.0
10,,Player 116,Team 007,40,8,20.0,7,1,87.5
10,,Player 019,Team 009,40,14,35.0,12,2,85.72
10,,Player 101,Team 001,40,12,30.0,10,2,83.34
10,,Player 095,Team 014,40,16,40.0,13,3,81.25
10,,Player 070,Team 014,40,12,30.0,9,3,75.0
10,,Player 096,Team 014,40,8,20.0,6,2,75.0
10,,Player 117,Team 012,40,4,10.0,3,1,75.0
10,,Player 111,Team 015,40,4,10.0,3,1,75.0
10,,Player 090,Team 005,40,6,15.0,4,2,66.67
10,,Player 108,Team 008,40,3,7.5,2,1,66.67
10,,Player 112,Team 015,40,8,20.0,5,3,62.5
10,,Player 092,Team 008,40,8,20.0,5,3,62.5
10,,Player 036,Team 008,40,18,45.0,11,7,61.12
10,,Player 082,Team 011,40,12,30.0,7,5,58.34
10,,Player 042,Team 014,40,16,40.0,9,7,56.25
10,,Player 089,Team 010,40,16,40.0,9,7,56.25
10,,Player 109,Team 012,40,17,42.5,9,8,52.95
10,,Player 050,Team 001,40,16,40.0,8,8,50.0
10,,Player 040,Team 005,40,14,35.0,7,7,50.0
10,,Player 027,Team 009,40,10,25.0,5,5,50.0
10,,Player 081,Team 009,40,16,40.0,6,10,37.5
10,,Player 107,Team 001,40,8,20.0,3,5,37.5
10,,Player 060,Team 008,40,14,35.0,5,9,35.72
10,,Player 043,Team 014,40,16,40.0,4,12,25.0
10,,Player 093,Team 007,40,12,30.0,3,9,25.0
10,,Player 080,Team 009,40,12,30.0,3,9,25.0
10,,Player 106,Team 013,40,8,20.0,2,6,25.0
10,,Player 094,Team 006,40,4,10.0,1,3,25.0
10,,Player 030,Team 006,40,12,30.0,2,10,16.67
10,,Player 103,Team 010,40,14,35.0,2,12,14.29
10,,Player 091,Team 005,40,10,25.0,1,9,10.0
10,,Player 105,Team 016,40,16,40.0,1,15,6.25
10,,Player 058,Team 009,40,16,40.0,1,15,6.25
10,,Player 061,Team 005,40,16,40.0,0,16,0.0
10,,Player 099,Team 002,40,8,20.0,0,8,0.0
10,,Player 055,Team 016,40,8,20.0,0,8,0.0
10,,Player 088,Team 007,40,8,20.0,0,8,0.0
10,,Player 110,Team 005,40,6,15.0,0,6,0.0
10,,Player 104,Team 005,40,6,15.0,0,6,0.0
10,,Player 098,Team 007,40,6,15.0,0,6,0.0
10,,Player 062,Team 006,40,5,12.5,0,5,0.0
10,,Player 113,Team 013,40,4,10.0,0,4,0.0
10,,Player 114,Team 010,40,4,10.0,0,4,0.0
10,,Player 115,Team 010,40,4,10.0,0,4,0.0
10,,Player 097,Team 006,40,4,10.0,0,4,0.0
10,,Player 065,Team 007,40,3,7.5,0,3,0.0
11,1,Player 007,Team 001,44,28,63.64,28,0,100.0
11,2,Player 100,Team 001,44,24,54.55,24,0,100.0
11,3,Player 013,Team 001,44,24,54.55,23,1,95.84
11,4,Player 006,Team 005,44,44,100.0,42,2,95.46
11,5,Player 014,Team 007,44,37,84.1,32,5,86.49
11,6,Player 067,Team 003,44,40,90.91,34,6,85.0
11,7,Player 002,Team 002,44,32,72.73,27,5,84.38
11,8,Player 031,Team 014,44,28,63.64,23,5,82.15
11,9,Player 028,Team 012,44,40,90.91,32,8,80.0
11,10,Player 010,Team 006,44,44,100.0,35,9,79.55
11,11,Player 076,Team 001,44,24,54.55,19,5,79.17
11,11,Player 001,Team 001,44,24,54.55,19,5,79.17
11,12,Player 026,Team 007,44,36,81.82,28,8,77.78
11,13,Player 004,Team 004,44,40,90.91,31,9,77.5
11,14,Player 072,Team 011,44,36,81.82,27,9,75.0
11,15,Player 068,Team 009,44,28,63.64,21,7,75.0
11,16,Player 024,Team 010,44,24,54.55,18,6,75.0
11,17,Player 009,Team 004,44,38,86.37,28,10,73.69
11,18,Player 012,Team 005,44,44,100.0,31,13,70.46
11,19,Player 016,Team 008,44,40,90.91,28,12,70.0
11,20,Player 020,Team 010,44,36,81.82,25,11,69.45
11,21,Player 029,Team 013,44,28,63.64,19,9,67.86
11,22,Player 021,Team 011,44,36,81.82,24,12,66.67
11,23,Player 039,Team 012,44,44,100.0,29,15,65.91
11,24,Player 037,Team 008,44,38,86.37,25,13,65.79
11,25,Player 008,Team 003,44,40,90.91,26,14,65.0
11,26,Player 036,Team 008,44,22,50.0,14,8,63.64
11,27,Player 025,Team 012,44,32,72.73,20,12,62.5
11,28,Player 022,Team 011,44,32,72.73,20,12,62.5
11,28,Player 102,Team 006,44,32,72.73,20,12,62.5
11,29,Player 034,Team 007,44,36,81.82,22,14,61.12
11,30,Player 017,Team 004,44,40,90.91,24,16,60.0
11,31,Player 046,Team 015,44,44,100.0,25,19,56.82
11,32,Player 047,Team 015,44,40,90.91,21,19,52.5
11,33,Player 032,Team 006,44,36,81.82,18,18,50.0
11,34,Player 075,Team 004,44,26,59.1,13,13,50.0
11,35,Player 073,Team 006,44,29,65.91,14,15,48.28
11,36,Player 023,Team 011,44,36,81.82,17,19,47.23
11,37,Player 083,Team 012,44,31,70.46,14,17,45.17
11,38,Player 018,Team 004,44,32,72.73,14,18,43.75
11,38,Player 011,,44,32,72.73,14,18,43.75
11,39,Player 035,Team 008,44,23,52.28,10,13,43.48
11,40,Player 077,Team 008,44,28,63.64,12,16,42.86
11,41,Player 056,Team 015,44,40,90.91,17,23,42.5
11,42,Player 048,Team 015,44,36,81.82,15,21,41.67
11,43,Player 003,Team 003,44,32,72.73,13,19,40.63
11,43,Player 005,Team 003,44,32,72.73,13,19,40.63
11,44,Player 052,Team 013,44,28,63.64,11,17,39.29
11,45,Player 084,Team 014,44,28,63.64,10,18,35.72
11,46,Player 038,Team 005,44,26,59.1,9,17,34.62
11,47,Player 041,Team 002,44,28,63.64,8,20,28.58
11,47,Player 074,Team 002,44,28,63.64,8,20,28.58
11,47,Player 045,Team 009,44,28,63.64,8,20,28.58
11,48,Player 059,Team 016,44,30,68.19,8,22,26.67
11,49,Player 049,Team 007,44,22,50.0,5,17,22.73
11,50,Player 064,Team 010,44,36,81.82,8,28,22.23
11,51,Player 063,Team 010,44,34,77.28,6,28,17.65
11,52,Player 085,Team 016,44,32,72.73,5,27,15.63
11,52,Player 087,Team 016,44,32,72.73,5,27,15.63
11,53,Player 053,Team 002,44,28,63.64,4,24,14.29
11,53,Player 079,Team 009,44,28,63.64,4,24,14.29
11,54,Player 057,Team 016,44,30,68.19,4,26,13.34
11,55,Player 051,Team 013,44,28,63.64,3,25,10.72
11,56,Player 078,Team 002,44,28,63.64,3,25,10.72
11,57,Player 054,Team 002,44,24,54.55,2,22,8.34
11,58,Player 086,Team 016,44,24,54.55,1,23,4.17
11,,Player 069,Team 001,44,16,36.37,16,0,100.0
11,,Player 066,Team 013,44,8,18.19,8,0,100.0
11,,Player 015,Team 006,44,2,4.55,2,0,100.0
11,,Player 019,Team 009,44,14,31.82,12,2,85.72
11,,Player 101,Team 001,44,12,27.28,10,2,83.34
11,,Player 095,Team 014,44,16,36.37,13,3,81.25
11,,Player 071,Team 014,44,20,45.46,16,4,80.0
11,,Player 096,Team 014,44,12,27.28,9,3,75.0
11,,Player 117,Team 012,44,4,9.1,3,1,75.0
11,,Player 111,Team 015,44,4,9.1,3,1,75.0
11,,Player 070,Team 014,44,16,36.37,11,5,68.75
11,,Player 090,Team 005,44,6,13.64,4,2,66.67
11,,Player 108,Team 008,44,3,6.82,2,1,66.67
11,,Player 089,Team 010,44,20,45.46,13,7,65.0
11,,Player 112,Team 015,44,8,18.19,5,3,62.5
11,,Player 092,Team 008,44,8,18.19,5,3,62.5
11,,Player 082,Team 011,44,12,27.28,7,5,58.34
11,,Player 116,Team 007,44,12,27.28,7,5,58.34
11,,Player 042,Team 014,44,16,36.37,9,7,56.25
11,,Player 044,Team 014,44,20,45.46,11,9,55.0
11,,Player 109,Team 012,44,17,38.64,9,8,52.95
11,,Player 050,Team 001,44,16,36.37,8,8,50.0
11,,Player 040,Team 005,44,14,31.82,7,7,50.0
11,,Player 027,Team 009,44,10,22.73,5,5,50.0
11,,Player 033,Team 011,44,20,45.46,9,11,45.0
11,,Player 081,Team 009,44,16,36.37,6,10,37.5
11,,Player 107,Team 001,44,8,18.19,3,5,37.5
11,,Player 060,Team 008,44,14,31.82,5,9,35.72
11,,Player 029,Team 009,44,20,45.46,7,13,35.0
11,,Player 043,Team 014,44,20,45.46,6,14,30.0
11,,Player 093,Team 007,44,12,27.28,3,9,25.0
11,,Player 080,Team 009,44,12,27.28,3,9,25.0
11,,Player 106,Team 013,44,8,18.19,2,6,25.0
11,,Player 094,Team 006,44,4,9.1,1,3,25.0
11,,Player 030,Team 006,44,16,36.37,3,13,18.75
11,,Player 103,Team 010,44,18,40.91,2,16,11.12
11,,Player 091,Team 005,44,14,31.82,1,13,7.15
11,,Player 105,Team 016,44,16,36.37,1,15,6.25
11,,Player 058,Team 009,44,20,45.46,1,19,5.0
11,,Player 061,Team 005,44,16,36.37,0,16,0.0
11,,Player 062,Team 006,44,9,20.46,0,9,0.0
11,,Player 099,Team 002,44,8,18.19,0,8,0.0
11,,Player 055,Team 016,44,8,18.19,0,8,0.0
11,,Player 088,Team 007,44,8,18.19,0,8,0.0
11,,Player 110,Team 005,44,6,13.64,0,6,0.0
11,,Player 104,Team 005,44,6,13.64,0,6,0.0
11,,Player 098,Team 007,44,6,13.64,0,6,0.0
11,,Player 113,Team 013,44,4,9.1,0,4,0.0
11,,Player 114,Team 010,44,4,9.1,0,4,0.0
11,,Player 115,Team 010,44,4,9.1,0,4,0.0
11,,Player 097,Team 006,44,4,9.1,0,4,0.0
11,,Player 118,Team 007,44,4,9.1,0,4,0.0
11,,Player 065,Team 007,44,3,6.82,0,3,0.0
12,1,Player 007,Team 001,48,32,66.67,32,0,100.0
12,2,Player 100,Team 001,48,28,58.34,28,0,100.0
12,3,Player 006,Team 005,48,48,100.0,46,2,95.84
12,4,Player 013,Team 001,48,24,50.0,23,1,95.84
12,5,Player 014,Team 007,48,41,85.42,36,5,87.81
12,6,Player 067,Team 003,48,44,91.67,38,6,86.37
12,7,Player 002,Team 002,48,34,70.84,29,5,85.3
12,8,Player 071,Team 014,48,24,50.0,20,4,83.34
12,9,Player 031,Team 014,48,28,58.34,23,5,82.15
12,10,Player 010,Team 006,48,48,100.0,38,10,79.17
12,11,Player 001,Team 001,48,24,50.0,19,5,79.17
12,12,Player 068,Team 009,48,32,66.67,25,7,78.13
12,13,Player 072,Team 011,48,40,83.34,31,9,77.5
12,14,Player 028,Team 012,48,44,91.67,34,10,77.28
12,15,Player 026,Team 007,48,39,81.25,30,9,76.93
12,16,Player 076,Team 001,48,28,58.34,21,7,75.0
12,17,Player 009,Team 004,48,41,85.42,30,11,73.18
12,18,Player 012,Team 005,48,48,100.0,35,13,72.92
12,19,Player 004,Team 004,48,44,91.67,32,12,72.73
12,20,Player 024,Team 010,48,28,58.34,20,8,71.43
12,21,Player 016,Team 008,48,44,91.67,31,13,70.46
12,22,Player 020,Team 010,48,36,75.0,25,11,69.45
12,23,Player 008,Team 003,48,44,91.67,30,14,68.19
12,24,Player 021,Team 011,48,40,83.34,27,13,67.5
12,25,Player 037,Team 008,48,38,79.17,25,13,65.79
12,26,Player 022,Team 011,48,36,75.0,23,13,63.89
12,27,Player 029,Team 013,48,32,66.67,20,12,62.5
12,28,Player 039,Team 012,48,48,100.0,30,18,62.5
12,29,Player 036,Team 008,48,26,54.17,16,10,61.54
12,30,Player 025,Team 012,48,36,75.0,22,14,61.12
12,30,Player 034,Team 007,48,36,75.0,22,14,61.12
12,31,Player 046,Team 015,48,48,100.0,29,19,60.42
12,32,Player 017,Team 004,48,44,91.67,25,19,56.82
12,32,Player 047,Team 015,48,44,91.67,25,19,56.82
12,33,Player 102,Team 006,48,36,75.0,20,16,55.56
12,34,Player 023,Team 011,48,40,83.34,20,20,50.0
12,35,Player 011,,48,36,75.0,18,18,50.0
12,36,Player 032,Team 006,48,36,75.0,18,18,50.0
12,37,Player 073,Team 006,48,29,60.42,14,15,48.28
12,38,Player 075,Team 004,48,27,56.25,13,14,48.15
12,39,Player 083,Team 012,48,35,72.92,16,19,45.72
12,40,Player 048,Team 015,48,40,83.34,18,22,45.0
12,41,Player 003,Team 003,48,36,75.0,16,20,44.45
12,42,Player 018,Team 004,48,36,75.0,16,20,44.45
12,43,Player 077,Team 008,48,32,66.67,14,18,43.75
12,44,Player 056,Team 015,48,40,83.34,17,23,42.5
12,45,Player 005,Team 003,48,32,66.67,13,19,40.63
12,46,Player 035,Team 008,48,25,52.09,10,15,40.0
12,47,Player 052,Team 013,48,28,58.34,11,17,39.29
12,48,Player 038,Team 005,48,26,54.17,9,17,34.62
12,49,Player 045,Team 009,48,32,66.67,11,21,34.38
12,50,Player 084,Team 014,48,30,62.5,10,20,33.34
12,51,Player 074,Team 002,48,28,58.34,8,20,28.58
12,52,Player 059,Team 016,48,34,70.84,9,25,26.48
12,53,Player 041,Team 002,48,32,66.67,8,24,25.0
12,54,Player 064,Team 010,48,36,75.0,8,28,22.23
12,55,Player 049,Team 007,48,26,54.17,5,21,19.24
12,56,Player 085,Team 016,48,36,75.0,6,30,16.67
12,57,Player 058,Team 009,48,24,50.0,4,20,16.67
12,58,Player 063,Team 010,48,38,79.17,6,32,15.79
12,59,Player 087,Team 016,48,32,66.67,5,27,15.63
12,60,Player 057,Team 016,48,34,70.84,5,29,14.71
12,61,Player 079,Team 009,48,28,58.34,4,24,14.29
12,62,Player 053,Team 002,48,32,66.67,4,28,12.5
12,63,Player 078,Team 002,48,30,62.5,3,27,10.0
12,64,Player 051,Team 013,48,32,66.67,3,29,9.38
12,65,Player 054,Team 002,48,28,58.34,2,26,7.15
12,65,Player 086,Team 016,48,28,58.34,2,26,7.15
12,,Player 069,Team 001,48,16,33.34,16,0,100.0
12,,Player 066,Team 013,48,8,16.67,8,0,100.0
12,,Player 015,Team 006,48,2,4.17,2,0,100.0
12,,Player 019,Team 009,48,18,37.5,16,2,88.89
12,,Player 095,Team 014,48,16,33.34,13,3,81.25
12,,Player 096,Team 014,48,16,33.34,12,4,75.0
12,,Player 117,Team 012,48,4,8.34,3,1,75.0
12,,Player 111,Team 015,48,4,8.34,3,1,75.0
12,,Player 070,Team 014,48,16,33.34,11,5,68.75
12,,Player 112,Team 015,48,12,25.0,8,4,66.67
12,,Player 090,Team 005,48,6,12.5,4,2,66.67
12,,Player 108,Team 008,48,3,6.25,2,1,66.67
12,,Player 089,Team 010,48,20,41.67,13,7,65.0
12,,Player 101,Team 001,48,16,33.34,10,6,62.5
12,,Player 116,Team 007,48,16,33.34,10,6,62.5
12,,Player 092,Team 008,48,8,16.67,5,3,62.5
12,,Player 040,Team 005,48,18,37.5,11,7,61.12
12,,Player 082,Team 011,48,12,25.0,7,5,58.34
12,,Player 109,Team 012,48,17,35.42,9,8,52.95
12,,Player 044,Team 014,48,22,45.84,11,11,50.0
12,,Player 042,Team 014,48,20,41.67,10,10,50.0
12,,Player 050,Team 001,48,16,33.34,8,8,50.0
12,,Player 027,Team 009,48,10,20.84,5,5,50.0
12,,Player 033,Team 011,48,20,41.67,9,11,45.0
12,,Player 060,Team 008,48,16,33.34,6,10,37.5
12,,Player 081,Team 009,48,16,33.34,6,10,37.5
12,,Player 107,Team 001,48,8,16.67,3,5,37.5
12,,Player 029,Team 009,48,20,41.67,7,13,35.0
12,,Player 043,Team 014,48,20,41.67,6,14,30.0
12,,Player 093,Team 007,48,12,25.0,3,9,25.0
12,,Player 080,Team 009,48,12,25.0,3,9,25.0
12,,Player 094,Team 006,48,4,8.34,1,3,25.0
12,,Player 106,Team 013,48,12,25.0,2,10,16.67
12,,Player 030,Team 006,48,20,41.67,3,17,15.0
12,,Player 103,Team 010,48,22,45.84,2,20,9.1
12,,Player 091,Team 005,48,14,29.17,1,13,7.15
12,,Player 105,Team 016,48,16,33.34,1,15,6.25
12,,Player 061,Team 005,48,20,41.67,0,20,0.0
12,,Player 062,Team 006,48,13,27.09,0,13,0.0
12,,Player 099,Team 002,48,8,16.67,0,8,0.0
12,,Player 055,Team 016,48,8,16.67,0,8,0.0
12,,Player 115,Team 010,48,8,16.67,0,8,0.0
12,,Player 088,Team 007,48,8,16.67,0,8,0.0
12,,Player 098,Team 007,48,7,14.59,0,7,0.0
12,,Player 110,Team 005,48,6,12.5,0,6,0.0
12,,Player 104,Team 005,48,6,12.5,0,6,0.0
12,,Player 113,Team 013,48,4,8.34,0,4,0.0
12,,Player 114,Team 010,48,4,8.34,0,4,0.0
12,,Player 097,Team 006,48,4,8.34,0,4,0.0
12,,Player 118,Team 007,48,4,8.34,0,4,0.0
12,,Player 065,Team 007,48,3,6.25,0,3,0.0
13,1,Player 100,Team 001,52,28,53.85,28,0,100.0
13,2,Player 007,Team 001,52,36,69.24,35,1,97.23
13,3,Player 006,Team 005,52,52,100.0,50,2,96.16
13,4,Player 002,Team 002,52,38,73.08,33,5,86.85
13,5,Player 014,Team 007,52,45,86.54,39,6,86.67
13,6,Player 067,Team 003,52,48,92.31,41,7,85.42
13,7,Player 001,Team 001,52,28,53.85,23,5,82.15
13,7,Player 031,Team 014,52,28,53.85,23,5,82.15
13,8,Player 068,Team 009,52,36,69.24,29,7,80.56
13,9,Player 010,Team 006,52,48,92.31,38,10,79.17
13,10,Player 028,Team 012,52,48,92.31,38,10,79.17
13,11,Player 071,Team 014,52,28,53.85,22,6,78.58
13,12,Player 026,Team 007,52,39,75.0,30,9,76.93
13,13,Player 072,Team 011,52,44,84.62,33,11,75.0
13,14,Player 076,Team 001,52,28,53.85,21,7,75.0
13,15,Player 012,Team 005,52,52,100.0,38,14,73.08
13,16,Player 016,Team 008,52,48,92.31,35,13,72.92
13,17,Player 004,Team 004,52,48,92.31,35,13,72.92
13,18,Player 024,Team 010,52,28,53.85,20,8,71.43
13,19,Player 009,Team 004,52,45,86.54,32,13,71.12
13,20,Player 008,Team 003,52,48,92.31,33,15,68.75
13,21,Player 037,Team 008,52,42,80.77,28,14,66.67
13,22,Player 021,Team 011,52,44,84.62,29,15,65.91
13,23,Player 039,Team 012,52,52,100.0,33,19,63.47
13,24,Player 036,Team 008,52,30,57.7,19,11,63.34
13,25,Player 022,Team 011,52,40,76.93,25,15,62.5
13,25,Player 034,Team 007,52,40,76.93,25,15,62.5
13,26,Player 029,Team 013,52,32,61.54,20,12,62.5
13,27,Player 020,Team 010,52,40,76.93,25,15,62.5
13,28,Player 046,Team 015,52,52,100.0,32,20,61.54
13,29,Player 025,Team 012,52,40,76.93,24,16,60.0
13,30,Player 047,Team 015,52,48,92.31,27,21,56.25
13,31,Player 102,Team 006,52,40,76.93,22,18,55.0
13,32,Player 017,Team 004,52,48,92.31,26,22,54.17
13,33,Player 011,,52,40,76.93,21,19,52.5
13,34,Player 032,Team 006,52,40,76.93,21,19,52.5
13,35,Player 073,Team 006,52,33,63.47,17,16,51.52
13,36,Player 023,Team 011,52,44,84.62,22,22,50.0
13,37,Player 075,Team 004,52,27,51.93,13,14,48.15
13,38,Player 048,Team 015,52,40,76.93,18,22,45.0
13,39,Player 003,Team 003,52,36,69.24,16,20,44.45
13,39,Player 005,Team 003,52,36,69.24,16,20,44.45
13,40,Player 077,Team 008,52,32,61.54,14,18,43.75
13,41,Player 083,Team 012,52,39,75.0,17,22,43.59
13,42,Player 056,Team 015,52,44,84.62,19,25,43.19
13,43,Player 044,Team 014,52,26,50.0,11,15,42.31
13,44,Player 018,Team 004,52,40,76.93,16,24,40.0
13,45,Player 052,Team 013,52,28,53.85,11,17,39.29
13,46,Player 038,Team 005,52,26,50.0,9,17,34.62
13,47,Player 045,Team 009,52,32,61.54,11,21,34.38
13,48,Player 059,Team 016,52,38,73.08,13,25,34.22
13,49,Player 084,Team 014,52,30,57.7,10,20,33.34
13,50,Player 074,Team 002,52,32,61.54,10,22,31.25
13,51,Player 041,Team 002,52,36,69.24,10,26,27.78
13,52,Player 085,Team 016,52,40,76.93,10,30,25.0
13,53,Player 087,Team 016,52,36,69.24,9,27,25.0
13,54,Player 064,Team 010,52,40,76.93,8,32,20.0
13,55,Player 049,Team 007,52,26,50.0,5,21,19.24
13,56,Player 086,Team 016,52,32,61.54,6,26,18.75
13,57,Player 057,Team 016,52,34,65.39,5,29,14.71
13,58,Player 063,Team 010,52,42,80.77,6,36,14.29
13,59,Player 079,Team 009,52,28,53.85,4,24,14.29
13,60,Player 053,Team 002,52,32,61.54,4,28,12.5
13,61,Player 051,Team 013,52,32,61.54,3,29,9.38
13,62,Player 078,Team 002,52,34,65.39,3,31,8.83
13,63,Player 054,Team 002,52,28,53.85,2,26,7.15
13,,Player 069,Team 001,52,19,36.54,19,0,100.0
13,,Player 066,Team 013,52,8,15.39,8,0,100.0
13,,Player 015,Team 006,52,2,3.85,2,0,100.0
13,,Player 013,Team 001,52,24,46.16,23,1,95.84
13,,Player 019,Team 009,52,18,34.62,16,2,88.89
13,,Player 095,Team 014,52,16,30.77,13,3,81.25
13,,Player 096,Team 014,52,16,30.77,12,4,75.0
13,,Player 108,Team 008,52,4,7.7,3,1,75.0
13,,Player 117,Team 012,52,4,7.7,3,1,75.0
13,,Player 111,Team 015,52,4,7.7,3,1,75.0
13,,Player 090,Team 005,52,6,11.54,4,2,66.67
13,,Player 101,Team 001,52,20,38.47,13,7,65.0
13,,Player 089,Team 010,52,24,46.16,15,9,62.5
13,,Player 116,Team 007,52,16,30.77,10,6,62.5
13,,Player 092,Team 008,52,8,15.39,5,3,62.5
13,,Player 082,Team 011,52,12,23.08,7,5,58.34
13,,Player 112,Team 015,52,16,30.77,9,7,56.25
13,,Player 070,Team 014,52,20,38.47,11,9,55.0
13,,Player 040,Team 005,52,22,42.31,12,10,54.55
13,,Player 109,Team 012,52,17,32.7,9,8,52.95
13,,Player 050,Team 001,52,17,32.7,9,8,52.95
13,,Player 042,Team 014,52,20,38.47,10,10,50.0
13,,Player 027,Team 009,52,10,19.24,5,5,50.0
13,,Player 060,Team 008,52,19,36.54,9,10,47.37
13,,Player 033,Team 011,52,20,38.47,9,11,45.0
13,,Player 035,Team 008,52,25,48.08,10,15,40.0
13,,Player 107,Team 001,52,8,15.39,3,5,37.5
13,,Player 094,Team 006,52,6,11.54,2,4,33.34
13,,Player 081,Team 009,52,20,38.47,6,14,30.0
13,,Player 029,Team 009,52,24,46.16,7,17,29.17
13,,Player 043,Team 014,52,24,46.16,6,18,25.0
13,,Player 093,Team 007,52,16,30.77,3,13,18.75
13,,Player 080,Team 009,52,16,30.77,3,13,18.75
13,,Player 058,Team 009,52,24,46.16,4,20,16.67
13,,Player 106,Team 013,52,12,23.08,2,10,16.67
13,,Player 030,Team 006,52,22,42.31,3,19,13.64
13,,Player 103,Team 010,52,22,42.31,2,20,9.1
13,,Player 088,Team 007,52,12,23.08,1,11,8.34
13,,Player 091,Team 005,52,14,26.93,1,13,7.15
13,,Player 105,Team 016,52,16,30.77,1,15,6.25
13,,Player 061,Team 005,52,20,38.47,0,20,0.0
13,,Player 062,Team 006,52,13,25.0,0,13,0.0
13,,Player 104,Team 005,52,10,19.24,0,10,0.0
13,,Player 099,Team 002,52,8,15.39,0,8,0.0
13,,Player 055,Team 016,52,8,15.39,0,8,0.0
13,,Player 115,Team 010,52,8,15.39,0,8,0.0
13,,Player 098,Team 007,52,7,13.47,0,7,0.0
13,,Player 110,Team 005,52,6,11.54,0,6,0.0
13,,Player 113,Team 013,52,4,7.7,0,4,0.0
13,,Player 114,Team 010,52,4,7.7,0,4,0.0
13,,Player 097,Team 006,52,4,7.7,0,4,0.0
13,,Player 118,Team 007,52,4,7.7,0,4,0.0
13,,Player 065,Team 007,52,3,5.77,0,3,0.0
14,1,Player 100,Team 001,56,32,57.15,32,0,100.0
14,2,Player 007,Team 001,56,36,64.29,35,1,97.23
14,3,Player 006,Team 005,56,56,100.0,52,4,92.86
14,4,Player 067,Team 003,56,52,92.86,45,7,86.54
14,5,Player 014,Team 007,56,49,87.5,42,7,85.72
14,6,Player 002,Team 002,56,42,75.0,36,6,85.72
14,7,Player 001,Team 001,56,28,50.0,23,5,82.15
14,7,Player 031,Team 014,56,28,50.0,23,5,82.15
