round_number,round_match_number,player_name,team_name,opponent_player,opponent_team,player_points,opponent_points,side
14,8,Player 028,Team 012,Player 070,Team 014,3,1,Away
14,8,Player 070,Team 014,Player 083,Team 012,3,0,Home
14,8,Player 083,Team 012,Player 070,Team 014,0,3,Away
14,8,Player 070,Team 014,Player 039,Team 012,2,3,Home
14,8,Player 039,Team 012,Player 070,Team 014,3,2,Away
14,8,Player 070,Team 014,Player 025,Team 012,3,1,Home
14,8,Player 025,Team 012,Player 070,Team 014,1,3,Away
14,8,Player 071,Team 014,Player 028,Team 012,2,3,Home
14,8,Player 028,Team 012,Player 071,Team 014,3,2,Away
14,8,Player 071,Team 014,Player 083,Team 012,3,0,Home
14,8,Player 083,Team 012,Player 071,Team 014,0,3,Away
14,8,Player 071,Team 014,Player 039,Team 012,3,1,Home
14,8,Player 039,Team 012,Player 071,Team 014,1,3,Away
14,8,Player 071,Team 014,Player 025,Team 012,3,0,Home
14,8,Player 025,Team 012,Player 071,Team 014,0,3,Away
14,9,Player 085,Team 016,Player 019,Team 009,1,3,Home
14,9,Player 019,Team 009,Player 085,Team 016,3,1,Away
14,9,Player 085,Team 016,Player 045,Team 009,3,0,Home
14,9,Player 045,Team 009,Player 085,Team 016,0,3,Away
14,9,Player 085,Team 016,Player 081,Team 009,3,1,Home
14,9,Player 081,Team 009,Player 085,Team 016,1,3,Away
14,9,Player 085,Team 016,Player 058,Team 009,3,2,Home
14,9,Player 058,Team 009,Player 085,Team 016,2,3,Away
14,9,Player 057,Team 016,Player 019,Team 009,0,3,Home
14,9,Player 019,Team 009,Player 057,Team 016,3,0,Away
14,9,Player 057,Team 016,Player 045,Team 009,2,3,Home
14,9,Player 045,Team 009,Player 057,Team 016,3,2,Away
14,9,Player 057,Team 016,Player 081,Team 009,1,3,Home
14,9,Player 081,Team 009,Player 057,Team 016,3,1,Away
14,9,Player 057,Team 016,Player 058,Team 009,1,3,Home
14,9,Player 058,Team 009,Player 057,Team 016,3,1,Away
14,9,Player 087,Team 016,Player 019,Team 009,1,3,Home
14,9,Player 019,Team 009,Player 087,Team 016,3,1,Away
14,9,Player 087,Team 016,Player 045,Team 009,3,1,Home
14,9,Player 045,Team 009,Player 087,Team 016,1,3,Away
14,9,Player 087,Team 016,Player 081,Team 009,0,3,Home
14,9,Player 081,Team 009,Player 087,Team 016,3,0,Away
14,9,Player 087,Team 016,Player 058,Team 009,3,1,Home
14,9,Player 058,Team 009,Player 087,Team 016,1,3,Away
14,9,Player 059,Team 016,Player 019,Team 009,0,3,Home
14,9,Player 019,Team 009,Player 059,Team 016,3,0,Away
14,9,Player 059,Team 016,Player 045,Team 009,3,1,Home
14,9,Player 045,Team 009,Player 059,Team 016,1,3,Away
14,9,Player 059,Team 016,Player 081,Team 009,3,0,Home
14,9,Player 081,Team 009,Player 059,Team 016,0,3,Away
14,9,Player 059,Team 016,Player 058,Team 009,3,0,Home
14,9,Player 058,Team 009,Player 059,Team 016,0,3,Away
15,1,Player 109,Team 012,Player 103,Team 010,3,0,Home
15,1,Player 103,Team 010,Player 109,Team 012,0,3,Away
15,1,Player 109,Team 012,Player 064,Team 010,1,3,Home
15,1,Player 064,Team 010,Player 109,Team 012,3,1,Away
15,1,Player 109,Team 012,Player 024,Team 010,3,1,Home
15,1,Player 024,Team 010,Player 109,Team 012,1,3,Away
15,1,Player 109,Team 012,Player 063,Team 010,1,3,Home
15,1,Player 063,Team 010,Player 109,Team 012,3,1,Away
15,1,Player 117,Team 012,Player 064,Team 010,2,3,Home
15,1,Player 064,Team 010,Player 117,Team 012,3,2,Away
15,1,Player 117,Team 012,Player 024,Team 010,0,3,Home
15,1,Player 024,Team 010,Player 117,Team 012,3,0,Away
15,1,Player 117,Team 012,Player 063,Team 010,3,2,Home
15,1,Player 063,Team 010,Player 117,Team 012,2,3,Away
15,1,Player 117,Team 012,Player 020,Team 010,0,3,Home
15,1,Player 020,Team 010,Player 117,Team 012,3,0,Away
15,1,Player 039,Team 012,Player 064,Team 010,3,0,Home
15,1,Player 064,Team 010,Player 039,Team 012,0,3,Away
15,1,Player 039,Team 012,Player 024,Team 010,3,2,Home
15,1,Player 024,Team 010,Player 039,Team 012,2,3,Away
15,1,Player 039,Team 012,Player 063,Team 010,3,2,Home
15,1,Player 063,Team 010,Player 039,Team 012,2,3,Away
15,1,Player 039,Team 012,Player 020,Team 010,3,1,Home
15,1,Player 020,Team 010,Player 039,Team 012,1,3,Away
15,1,Player 028,Team 012,Player 103,Team 010,3,0,Home
15,1,Player 103,Team 010,Player 028,Team 012,0,3,Away
15,1,Player 028,Team 012,Player 064,Team 010,3,0,Home
15,1,Player 064,Team 010,Player 028,Team 012,0,3,Away
15,1,Player 028,Team 012,Player 024,Team 010,1,3,Home
15,1,Player 024,Team 010,Player 028,Team 012,3,1,Away
15,1,Player 028,Team 012,Player 063,Team 010,3,0,Home
15,1,Player 063,Team 010,Player 028,Team 012,0,3,Away
15,2,Player 054,Team 002,Player 086,Team 016,0,3,Home
15,2,Player 086,Team 016,Player 054,Team 002,3,0,Away
15,2,Player 054,Team 002,Player 057,Team 016,0,3,Home
15,2,Player 057,Team 016,Player 054,Team 002,3,0,Away
15,2,Player 054,Team 002,Player 085,Team 016,0,3,Home
15,2,Player 085,Team 016,Player 054,Team 002,3,0,Away
15,2,Player 054,Team 002,Player 087,Team 016,0,3,Home
15,2,Player 087,Team 016,Player 054,Team 002,3,0,Away
15,2,Player 041,Team 002,Player 086,Team 016,3,0,Home
15,2,Player 086,Team 016,Player 041,Team 002,0,3,Away
15,2,Player 041,Team 002,Player 057,Team 016,3,0,Home
15,2,Player 057,Team 016,Player 041,Team 002,0,3,Away
15,2,Player 041,Team 002,Player 085,Team 016,0,3,Home
15,2,Player 085,Team 016,Player 041,Team 002,3,0,Away
15,2,Player 041,Team 002,Player 087,Team 016,3,0,Home
15,2,Player 087,Team 016,Player 041,Team 002,0,3,Away
15,2,Player 002,Team 002,Player 086,Team 016,3,0,Home
15,2,Player 086,Team 016,Player 002,Team 002,0,3,Away
15,2,Player 002,Team 002,Player 057,Team 016,3,0,Home
15,2,Player 057,Team 016,Player 002,Team 002,0,3,Away
15,2,Player 002,Team 002,Player 085,Team 016,3,0,Home
15,2,Player 085,Team 016,Player 002,Team 002,0,3,Away
15,2,Player 002,Team 002,Player 087,Team 016,3,0,Home
15,2,Player 087,Team 016,Player 002,Team 002,0,3,Away
15,2,Player 078,Team 002,Player 086,Team 016,3,0,Home
15,2,Player 086,Team 016,Player 078,Team 002,0,3,Away
15,2,Player 078,Team 002,Player 057,Team 016,2,3,Home
15,2,Player 057,Team 016,Player 078,Team 002,3,2,Away
15,2,Player 078,Team 002,Player 085,Team 016,2,3,Home
15,2,Player 085,Team 016,Player 078,Team 002,3,2,Away
15,2,Player 078,Team 002,Player 087,Team 016,2,3,Home
15,2,Player 087,Team 016,Player 078,Team 002,3,2,Away
15,3,Player 010,Team 006,Player 084,Team 014,3,1,Home
15,3,Player 084,Team 014,Player 010,Team 006,1,3,Away
15,3,Player 010,Team 006,Player 031,Team 014,3,0,Home
15,3,Player 031,Team 014,Player 010,Team 006,0,3,Away
15,3,Player 010,Team 006,Player 043,Team 014,3,0,Home
15,3,Player 043,Team 014,Player 010,Team 006,0,3,Away
15,3,Player 010,Team 006,Player 042,Team 014,3,1,Home
15,3,Player 042,Team 014,Player 010,Team 006,1,3,Away
15,3,Player 102,Team 006,Player 084,Team 014,3,0,Home
15,3,Player 084,Team 014,Player 102,Team 006,0,3,Away
15,3,Player 102,Team 006,Player 031,Team 014,1,3,Home
15,3,Player 031,Team 014,Player 102,Team 006,3,1,Away
15,3,Player 102,Team 006,Player 043,Team 014,3,1,Home
15,3,Player 043,Team 014,Player 102,Team 006,1,3,Away
15,3,Player 102,Team 006,Player 042,Team 014,3,0,Home
15,3,Player 042,Team 014,Player 102,Team 006,0,3,Away
15,3,Player 032,Team 006,Player 084,Team 014,3,1,Home
15,3,Player 084,Team 014,Player 032,Team 006,1,3,Away
15,3,Player 032,Team 006,Player 031,Team 014,0,3,Home
15,3,Player 031,Team 014,Player 032,Team 006,3,0,Away
15,3,Player 032,Team 006,Player 043,Team 014,3,0,Home
15,3,Player 043,Team 014,Player 032,Team 006,0,3,Away
15,3,Player 032,Team 006,Player 042,Team 014,1,3,Home
15,3,Player 042,Team 014,Player 032,Team 006,3,1,Away
15,3,Player 073,Team 006,Player 084,Team 014,3,0,Home
15,3,Player 084,Team 014,Player 073,Team 006,0,3,Away
15,3,Player 073,Team 006,Player 031,Team 014,1,3,Home
15,3,Player 031,Team 014,Player 073,Team 006,3,1,Away
15,3,Player 073,Team 006,Player 043,Team 014,3,0,Home
15,3,Player 043,Team 014,Player 073,Team 006,0,3,Away
15,3,Player 073,Team 006,Player 042,Team 014,3,1,Home
15,3,Player 042,Team 014,Player 073,Team 006,1,3,Away
15,4,Player 001,Team 001,Player 108,Team 008,3,0,Home
15,4,Player 108,Team 008,Player 001,Team 001,0,3,Away
15,4,Player 001,Team 001,Player 037,Team 008,3,0,Home
15,4,Player 037,Team 008,Player 001,Team 001,0,3,Away
15,4,Player 001,Team 001,Player 036,Team 008,3,1,Home
15,4,Player 036,Team 008,Player 001,Team 001,1,3,Away
15,4,Player 001,Team 001,Player 016,Team 008,3,2,Home
15,4,Player 016,Team 008,Player 001,Team 001,2,3,Away
15,4,Player 100,Team 001,Player 037,Team 008,3,1,Home
15,4,Player 037,Team 008,Player 100,Team 001,1,3,Away
15,4,Player 100,Team 001,Player 036,Team 008,3,1,Home
15,4,Player 036,Team 008,Player 100,Team 001,1,3,Away
15,4,Player 007,Team 001,Player 037,Team 008,3,0,Home
15,4,Player 037,Team 008,Player 007,Team 001,0,3,Away
15,4,Player 007,Team 001,Player 036,Team 008,3,0,Home
15,4,Player 036,Team 008,Player 007,Team 001,0,3,Away
15,4,Player 007,Team 001,Player 016,Team 008,3,0,Home
15,4,Player 016,Team 008,Player 007,Team 001,0,3,Away
15,4,Player 007,Team 001,Player 077,Team 008,3,0,Home
15,4,Player 077,Team 008,Player 007,Team 001,0,3,Away
15,4,Player 013,Team 001,Player 037,Team 008,3,2,Home
15,4,Player 037,Team 008,Player 013,Team 001,2,3,Away
15,4,Player 013,Team 001,Player 036,Team 008,3,2,Home
15,4,Player 036,Team 008,Player 013,Team 001,2,3,Away
15,4,Player 013,Team 001,Player 016,Team 008,3,2,Home
15,4,Player 016,Team 008,Player 013,Team 001,2,3,Away
15,4,Player 013,Team 001,Player 077,Team 008,3,0,Home
15,4,Player 077,Team 008,Player 013,Team 001,0,3,Away
15,4,Player 069,Team 001,Player 016,Team 008,3,1,Home
15,4,Player 016,Team 008,Player 069,Team 001,1,3,Away
15,4,Player 069,Team 001,Player 077,Team 008,3,0,Home
15,4,Player 077,Team 008,Player 069,Team 001,0,3,Away
15,5,Player 046,Team 015,Player 003,Team 003,3,0,Home
15,5,Player 003,Team 003,Player 046,Team 015,0,3,Away
15,5,Player 046,Team 015,Player 067,Team 003,1,3,Home
15,5,Player 067,Team 003,Player 046,Team 015,3,1,Away
15,5,Player 046,Team 015,Player 125,Team 003,3,2,Home
15,5,Player 125,Team 003,Player 046,Team 015,2,3,Away
15,5,Player 046,Team 015,Player 008,Team 003,1,3,Home
15,5,Player 008,Team 003,Player 046,Team 015,3,1,Away
15,5,Player 047,Team 015,Player 003,Team 003,3,2,Home
15,5,Player 003,Team 003,Player 047,Team 015,2,3,Away
15,5,Player 047,Team 015,Player 067,Team 003,2,3,Home
15,5,Player 067,Team 003,Player 047,Team 015,3,2,Away
15,5,Player 047,Team 015,Player 125,Team 003,3,2,Home
15,5,Player 125,Team 003,Player 047,Team 015,2,3,Away
15,5,Player 047,Team 015,Player 008,Team 003,2,3,Home
15,5,Player 008,Team 003,Player 047,Team 015,3,2,Away
15,5,Player 056,Team 015,Player 003,Team 003,1,3,Home
15,5,Player 003,Team 003,Player 056,Team 015,3,1,Away
15,5,Player 056,Team 015,Player 067,Team 003,1,3,Home
15,5,Player 067,Team 003,Player 056,Team 015,3,1,Away
15,5,Player 056,Team 015,Player 125,Team 003,3,1,Home
15,5,Player 125,Team 003,Player 056,Team 015,1,3,Away
15,5,Player 056,Team 015,Player 008,Team 003,1,3,Home
15,5,Player 008,Team 003,Player 056,Team 015,3,1,Away
15,5,Player 112,Team 015,Player 003,Team 003,2,3,Home
15,5,Player 003,Team 003,Player 112,Team 015,3,2,Away
15,5,Player 112,Team 015,Player 067,Team 003,0,3,Home
15,5,Player 067,Team 003,Player 112,Team 015,3,0,Away
15,5,Player 112,Team 015,Player 125,Team 003,1,3,Home
15,5,Player 125,Team 003,Player 112,Team 015,3,1,Away
15,5,Player 112,Team 015,Player 008,Team 003,0,3,Home
15,5,Player 008,Team 003,Player 112,Team 015,3,0,Away
15,6,Player 029,Team 009,Player 082,Team 011,1,3,Home
15,6,Player 082,Team 011,Player 029,Team 009,3,1,Away
15,6,Player 029,Team 009,Player 023,Team 011,0,3,Home
15,6,Player 023,Team 011,Player 029,Team 009,3,0,Away
15,6,Player 029,Team 009,Player 022,Team 011,1,3,Home
15,6,Player 022,Team 011,Player 029,Team 009,3,1,Away
15,6,Player 029,Team 009,Player 021,Team 011,3,2,Home
15,6,Player 021,Team 011,Player 029,Team 009,2,3,Away
15,6,Player 120,Team 009,Player 082,Team 011,3,0,Home
15,6,Player 082,Team 011,Player 120,Team 009,0,3,Away
15,6,Player 120,Team 009,Player 023,Team 011,0,3,Home
15,6,Player 023,Team 011,Player 120,Team 009,3,0,Away
15,6,Player 120,Team 009,Player 022,Team 011,3,1,Home
15,6,Player 022,Team 011,Player 120,Team 009,1,3,Away
15,6,Player 120,Team 009,Player 021,Team 011,0,3,Home
15,6,Player 021,Team 011,Player 120,Team 009,3,0,Away
15,6,Player 045,Team 009,Player 082,Team 011,2,3,Home
15,6,Player 082,Team 011,Player 045,Team 009,3,2,Away
15,6,Player 045,Team 009,Player 023,Team 011,0,3,Home
15,6,Player 023,Team 011,Player 045,Team 009,3,0,Away
15,6,Player 045,Team 009,Player 022,Team 011,0,3,Home
15,6,Player 022,Team 011,Player 045,Team 009,3,0,Away
15,6,Player 045,Team 009,Player 021,Team 011,0,3,Home
15,6,Player 021,Team 011,Player 045,Team 009,3,0,Away
15,6,Player 081,Team 009,Player 082,Team 011,3,2,Home
15,6,Player 082,Team 011,Player 081,Team 009,2,3,Away
15,6,Player 081,Team 009,Player 023,Team 011,0,3,Home
15,6,Player 023,Team 011,Player 081,Team 009,3,0,Away
15,6,Player 081,Team 009,Player 022,Team 011,0,3,Home
15,6,Player 022,Team 011,Player 081,Team 009,3,0,Away
15,6,Player 081,Team 009,Player 021,Team 011,0,3,Home
15,6,Player 021,Team 011,Player 081,Team 009,3,0,Away
15,7,Player 090,Team 005,Player 017,Team 004,0,3,Home
15,7,Player 017,Team 004,Player 090,Team 005,3,0,Away
15,7,Player 090,Team 005,Player 018,Team 004,0,3,Home
15,7,Player 018,Team 004,Player 090,Team 005,3,0,Away
15,7,Player 090,Team 005,Player 075,Team 004,0,3,Home
15,7,Player 075,Team 004,Player 090,Team 005,3,0,Away
15,7,Player 090,Team 005,Player 004,Team 004,0,3,Home
15,7,Player 004,Team 004,Player 090,Team 005,3,0,Away
15,7,Player 040,Team 005,Player 017,Team 004,2,3,Home
15,7,Player 017,Team 004,Player 040,Team 005,3,2,Away
15,7,Player 040,Team 005,Player 018,Team 004,0,3,Home
15,7,Player 018,Team 004,Player 040,Team 005,3,0,Away
15,7,Player 040,Team 005,Player 075,Team 004,0,3,Home
15,7,Player 075,Team 004,Player 040,Team 005,3,0,Away
15,7,Player 040,Team 005,Player 004,Team 004,1,3,Home
15,7,Player 004,Team 004,Player 040,Team 005,3,1,Away
15,7,Player 012,Team 005,Player 017,Team 004,3,2,Home
15,7,Player 017,Team 004,Player 012,Team 005,2,3,Away
15,7,Player 012,Team 005,Player 018,Team 004,3,1,Home
15,7,Player 018,Team 004,Player 012,Team 005,1,3,Away
15,7,Player 012,Team 005,Player 075,Team 004,1,3,Home
15,7,Player 075,Team 004,Player 012,Team 005,3,1,Away
15,7,Player 012,Team 005,Player 004,Team 004,1,3,Home
15,7,Player 004,Team 004,Player 012,Team 005,3,1,Away
15,7,Player 006,Team 005,Player 017,Team 004,2,3,Home
15,7,Player 017,Team 004,Player 006,Team 005,3,2,Away
15,7,Player 006,Team 005,Player 018,Team 004,3,1,Home
15,7,Player 018,Team 004,Player 006,Team 005,1,3,Away
15,7,Player 006,Team 005,Player 075,Team 004,3,0,Home
15,7,Player 075,Team 004,Player 006,Team 005,0,3,Away
15,7,Player 006,Team 005,Player 004,Team 004,3,1,Home
15,7,Player 004,Team 004,Player 006,Team 005,1,3,Away
15,8,Player 066,Team 013,Player 014,Team 007,3,1,Home
15,8,Player 014,Team 007,Player 066,Team 013,1,3,Away
15,8,Player 066,Team 013,Player 034,Team 007,3,1,Home
15,8,Player 034,Team 007,Player 066,Team 013,1,3,Away
15,8,Player 066,Team 013,Player 116,Team 007,3,2,Home
15,8,Player 116,Team 007,Player 066,Team 013,2,3,Away
15,8,Player 066,Team 013,Player 026,Team 007,3,0,Home
15,8,Player 026,Team 007,Player 066,Team 013,0,3,Away
15,8,Player 052,Team 013,Player 034,Team 007,2,3,Home
15,8,Player 034,Team 007,Player 052,Team 013,3,2,Away
15,8,Player 052,Team 013,Player 118,Team 007,3,1,Home
15,8,Player 118,Team 007,Player 052,Team 013,1,3,Away
15,8,Player 119,Team 013,Player 014,Team 007,3,2,Home
15,8,Player 014,Team 007,Player 119,Team 013,2,3,Away
15,8,Player 119,Team 013,Player 034,Team 007,3,1,Home
15,8,Player 034,Team 007,Player 119,Team 013,1,3,Away
15,8,Player 119,Team 013,Player 118,Team 007,3,0,Home
15,8,Player 118,Team 007,Player 119,Team 013,0,3,Away
15,8,Player 119,Team 013,Player 116,Team 007,3,1,Home
15,8,Player 116,Team 007,Player 119,Team 013,1,3,Away
15,8,Player 029,Team 013,Player 014,Team 007,2,3,Home
15,8,Player 014,Team 007,Player 029,Team 013,3,2,Away
15,8,Player 029,Team 013,Player 034,Team 007,3,1,Home
15,8,Player 034,Team 007,Player 029,Team 013,1,3,Away
15,8,Player 029,Team 013,Player 116,Team 007,2,3,Home
15,8,Player 116,Team 007,Player 029,Team 013,3,2,Away
15,8,Player 029,Team 013,Player 026,Team 007,3,1,Home
15,8,Player 026,Team 007,Player 029,Team 013,1,3,Away
15,8,Player 051,Team 013,Player 014,Team 007,0,3,Home
15,8,Player 014,Team 007,Player 051,Team 013,3,0,Away
15,8,Player 051,Team 013,Player 116,Team 007,0,3,Home
15,8,Player 116,Team 007,Player 051,Team 013,3,0,Away
16,1,Player 010,Team 006,Player 064,Team 010,3,0,Home
16,1,Player 064,Team 010,Player 010,Team 006,0,3,Away
16,1,Player 010,Team 006,Player 020,Team 010,3,1,Home
16,1,Player 020,Team 010,Player 010,Team 006,1,3,Away
16,1,Player 010,Team 006,Player 024,Team 010,3,1,Home
16,1,Player 024,Team 010,Player 010,Team 006,1,3,Away
16,1,Player 010,Team 006,Player 063,Team 010,3,0,Home
16,1,Player 063,Team 010,Player 010,Team 006,0,3,Away
16,1,Player 102,Team 006,Player 064,Team 010,3,0,Home
16,1,Player 064,Team 010,Player 102,Team 006,0,3,Away
16,1,Player 102,Team 006,Player 020,Team 010,1,3,Home
16,1,Player 020,Team 010,Player 102,Team 006,3,1,Away
16,1,Player 102,Team 006,Player 024,Team 010,1,3,Home
16,1,Player 024,Team 010,Player 102,Team 006,3,1,Away
16,1,Player 102,Team 006,Player 063,Team 010,3,0,Home
16,1,Player 063,Team 010,Player 102,Team 006,0,3,Away
16,1,Player 073,Team 006,Player 064,Team 010,3,0,Home
16,1,Player 064,Team 010,Player 073,Team 006,0,3,Away
16,1,Player 073,Team 006,Player 020,Team 010,3,1,Home
16,1,Player 020,Team 010,Player 073,Team 006,1,3,Away
16,1,Player 073,Team 006,Player 024,Team 010,1,3,Home
16,1,Player 024,Team 010,Player 073,Team 006,3,1,Away
16,1,Player 073,Team 006,Player 063,Team 010,3,0,Home
16,1,Player 063,Team 010,Player 073,Team 006,0,3,Away
16,1,Player 030,Team 006,Player 064,Team 010,3,1,Home
16,1,Player 064,Team 010,Player 030,Team 006,1,3,Away
16,1,Player 030,Team 006,Player 020,Team 010,0,3,Home
16,1,Player 020,Team 010,Player 030,Team 006,3,0,Away
16,1,Player 030,Team 006,Player 024,Team 010,0,3,Home
16,1,Player 024,Team 010,Player 030,Team 006,3,0,Away
16,1,Player 030,Team 006,Player 063,Team 010,3,0,Home
16,1,Player 063,Team 010,Player 030,Team 006,0,3,Away
16,2,Player 041,Team 002,Player 082,Team 011,2,3,Home
16,2,Player 082,Team 011,Player 041,Team 002,3,2,Away
16,2,Player 041,Team 002,Player 023,Team 011,0,3,Home
16,2,Player 023,Team 011,Player 041,Team 002,3,0,Away
16,2,Player 041,Team 002,Player 021,Team 011,0,3,Home
16,2,Player 021,Team 011,Player 041,Team 002,3,0,Away
16,2,Player 041,Team 002,Player 072,Team 011,0,3,Home
16,2,Player 072,Team 011,Player 041,Team 002,3,0,Away
16,2,Player 078,Team 002,Player 082,Team 011,0,3,Home
16,2,Player 082,Team 011,Player 078,Team 002,3,0,Away
16,2,Player 078,Team 002,Player 023,Team 011,0,3,Home
16,2,Player 023,Team 011,Player 078,Team 002,3,0,Away
16,2,Player 078,Team 002,Player 021,Team 011,0,3,Home
16,2,Player 021,Team 011,Player 078,Team 002,3,0,Away
16,2,Player 078,Team 002,Player 072,Team 011,0,3,Home
16,2,Player 072,Team 011,Player 078,Team 002,3,0,Away
16,2,Player 054,Team 002,Player 082,Team 011,0,3,Home
16,2,Player 082,Team 011,Player 054,Team 002,3,0,Away
16,2,Player 054,Team 002,Player 023,Team 011,0,3,Home
16,2,Player 023,Team 011,Player 054,Team 002,3,0,Away
16,2,Player 054,Team 002,Player 021,Team 011,0,3,Home
16,2,Player 021,Team 011,Player 054,Team 002,3,0,Away
16,2,Player 054,Team 002,Player 072,Team 011,0,3,Home
16,2,Player 072,Team 011,Player 054,Team 002,3,0,Away
16,2,Player 002,Team 002,Player 082,Team 011,2,3,Home
16,2,Player 082,Team 011,Player 002,Team 002,3,2,Away
16,2,Player 002,Team 002,Player 023,Team 011,3,0,Home
16,2,Player 023,Team 011,Player 002,Team 002,0,3,Away
16,2,Player 002,Team 002,Player 021,Team 011,3,1,Home
16,2,Player 021,Team 011,Player 002,Team 002,1,3,Away
16,2,Player 002,Team 002,Player 072,Team 011,2,3,Home
16,2,Player 072,Team 011,Player 002,Team 002,3,2,Away
16,3,Player 028,Team 012,Player 035,Team 008,3,0,Home
16,3,Player 035,Team 008,Player 028,Team 012,0,3,Away
16,3,Player 028,Team 012,Player 060,Team 008,3,2,Home
16,3,Player 060,Team 008,Player 028,Team 012,2,3,Away
16,3,Player 028,Team 012,Player 036,Team 008,1,3,Home
16,3,Player 036,Team 008,Player 028,Team 012,3,1,Away
16,3,Player 028,Team 012,Player 037,Team 008,3,0,Home
16,3,Player 037,Team 008,Player 028,Team 012,0,3,Away
16,3,Player 083,Team 012,Player 035,Team 008,3,2,Home
16,3,Player 035,Team 008,Player 083,Team 012,2,3,Away
16,3,Player 083,Team 012,Player 060,Team 008,2,3,Home
16,3,Player 060,Team 008,Player 083,Team 012,3,2,Away
16,3,Player 083,Team 012,Player 036,Team 008,0,3,Home
16,3,Player 036,Team 008,Player 083,Team 012,3,0,Away
16,3,Player 083,Team 012,Player 037,Team 008,1,3,Home
16,3,Player 037,Team 008,Player 083,Team 012,3,1,Away
16,3,Player 025,Team 012,Player 035,Team 008,3,2,Home
16,3,Player 035,Team 008,Player 025,Team 012,2,3,Away
16,3,Player 025,Team 012,Player 060,Team 008,3,1,Home
16,3,Player 060,Team 008,Player 025,Team 012,1,3,Away
16,3,Player 025,Team 012,Player 036,Team 008,3,0,Home
16,3,Player 036,Team 008,Player 025,Team 012,0,3,Away
16,3,Player 025,Team 012,Player 037,Team 008,3,2,Home
16,3,Player 037,Team 008,Player 025,Team 012,2,3,Away
16,3,Player 039,Team 012,Player 035,Team 008,3,1,Home
16,3,Player 035,Team 008,Player 039,Team 012,1,3,Away
16,3,Player 039,Team 012,Player 060,Team 008,3,1,Home
16,3,Player 060,Team 008,Player 039,Team 012,1,3,Away
16,3,Player 039,Team 012,Player 036,Team 008,3,2,Home
16,3,Player 036,Team 008,Player 039,Team 012,2,3,Away
16,3,Player 039,Team 012,Player 037,Team 008,3,1,Home
16,3,Player 037,Team 008,Player 039,Team 012,1,3,Away
16,4,Player 046,Team 015,Player 013,Team 001,0,3,Home
16,4,Player 013,Team 001,Player 046,Team 015,3,0,Away
16,4,Player 046,Team 015,Player 007,Team 001,0,3,Home
16,4,Player 007,Team 001,Player 046,Team 015,3,0,Away
16,4,Player 046,Team 015,Player 101,Team 001,0,3,Home
16,4,Player 101,Team 001,Player 046,Team 015,3,0,Away
16,4,Player 046,Team 015,Player 100,Team 001,0,3,Home
16,4,Player 100,Team 001,Player 046,Team 015,3,0,Away
16,4,Player 048,Team 015,Player 013,Team 001,0,3,Home
16,4,Player 013,Team 001,Player 048,Team 015,3,0,Away
16,4,Player 048,Team 015,Player 007,Team 001,0,3,Home
16,4,Player 007,Team 001,Player 048,Team 015,3,0,Away
16,4,Player 048,Team 015,Player 101,Team 001,0,3,Home
16,4,Player 101,Team 001,Player 048,Team 015,3,0,Away
16,4,Player 048,Team 015,Player 100,Team 001,0,3,Home
16,4,Player 100,Team 001,Player 048,Team 015,3,0,Away
16,4,Player 047,Team 015,Player 013,Team 001,3,2,Home
16,4,Player 013,Team 001,Player 047,Team 015,2,3,Away
16,4,Player 047,Team 015,Player 007,Team 001,1,3,Home
16,4,Player 007,Team 001,Player 047,Team 015,3,1,Away
16,4,Player 047,Team 015,Player 101,Team 001,3,2,Home
16,4,Player 101,Team 001,Player 047,Team 015,2,3,Away
16,4,Player 047,Team 015,Player 100,Team 001,0,3,Home
16,4,Player 100,Team 001,Player 047,Team 015,3,0,Away
16,4,Player 056,Team 015,Player 013,Team 001,1,3,Home
16,4,Player 013,Team 001,Player 056,Team 015,3,1,Away
16,4,Player 056,Team 015,Player 007,Team 001,0,3,Home
16,4,Player 007,Team 001,Player 056,Team 015,3,0,Away
16,4,Player 056,Team 015,Player 101,Team 001,3,2,Home
16,4,Player 101,Team 001,Player 056,Team 015,2,3,Away
16,4,Player 056,Team 015,Player 100,Team 001,0,3,Home
16,4,Player 100,Team 001,Player 056,Team 015,3,0,Away
16,5,Player 045,Team 009,Player 088,Team 007,3,0,Home
16,5,Player 088,Team 007,Player 045,Team 009,0,3,Away
16,5,Player 045,Team 009,Player 118,Team 007,3,2,Home
16,5,Player 118,Team 007,Player 045,Team 009,2,3,Away
16,5,Player 045,Team 009,Player 116,Team 007,0,3,Home
16,5,Player 116,Team 007,Player 045,Team 009,3,0,Away
16,5,Player 045,Team 009,(játék nélkül),Team 007,3,0,Home
16,5,(játék nélkül),Team 007,Player 045,Team 009,0,3,Away
16,5,Player 029,Team 009,Player 088,Team 007,3,0,Home
16,5,Player 088,Team 007,Player 029,Team 009,0,3,Away
16,5,Player 029,Team 009,Player 118,Team 007,1,3,Home
16,5,Player 118,Team 007,Player 029,Team 009,3,1,Away
16,5,Player 029,Team 009,Player 116,Team 007,0,3,Home
16,5,Player 116,Team 007,Player 029,Team 009,3,0,Away
16,5,Player 029,Team 009,(játék nélkül),Team 007,3,0,Home
16,5,(játék nélkül),Team 007,Player 029,Team 009,0,3,Away
16,5,Player 081,Team 009,Player 088,Team 007,3,0,Home
16,5,Player 088,Team 007,Player 081,Team 009,0,3,Away
